Gender_Male,Customer Type_disloyal Customer,Type of Travel_Personal Travel,Class_Business,Class_Eco,Class_Eco Plus,satisfaction_satisfied,Age,Flight Distance,Inflight entertainment,Baggage handling,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes
1.0,0.0,0.0,1.0,0.0,0.0,1.0,49,473,5,5,3,49,45.0
1.0,0.0,1.0,0.0,1.0,0.0,1.0,64,147,5,4,5,0,0.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,13,1204,3,3,3,0,0.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,67,157,5,3,5,45,33.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,32,1521,1,3,1,0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,59,3617,1,1,1,0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,41,239,1,1,1,0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,30,3179,3,3,3,0,0.0
1.0,0.0,1.0,0.0,0.0,1.0,0.0,36,719,3,2,3,14,13.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,43,669,3,3,3,52,56.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,28,2136,2,3,2,23,96.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,43,986,5,5,3,0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,41,2138,4,4,4,0,0.0
1.0,0.0,1.0,0.0,0.0,1.0,0.0,58,89,4,3,4,2,17.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,38,544,1,1,1,18,22.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,53,1167,2,2,2,63,49.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,13,1444,4,5,1,188,198.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,53,2313,5,5,4,0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,60,1833,4,4,2,0,0.0
0.0,0.0,1.0,1.0,0.0,0.0,0.0,21,325,3,1,3,14,17.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,51,3196,4,4,2,0,0.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,16,589,4,4,4,19,12.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,42,2257,1,1,2,10,3.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,40,1145,4,4,5,0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,33,102,1,4,1,12,14.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,64,693,1,1,2,0,0.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,19,1047,3,4,3,17,28.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,50,397,4,4,4,29,29.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,65,449,3,3,1,0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,26,2321,4,4,4,0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,46,2751,5,5,4,0,0.0
1.0,0.0,1.0,0.0,1.0,0.0,1.0,60,342,2,4,2,0,0.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,40,293,1,5,1,27,35.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,37,2893,2,2,4,29,27.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,21,990,5,3,5,12,22.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,44,1902,5,5,4,38,30.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,47,1246,4,4,5,0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,37,1562,3,3,4,0,23.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,49,612,5,5,5,0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,29,3934,5,4,5,15,14.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,32,1726,1,4,1,0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,60,2273,3,3,2,22,25.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,57,135,5,4,3,33,30.0
1.0,0.0,1.0,0.0,1.0,0.0,1.0,8,508,3,5,3,0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,52,2471,5,5,4,80,58.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,39,1635,4,4,3,0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,47,1880,5,5,4,8,3.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,7,1565,3,5,3,6,6.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,11,1167,4,4,4,0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,47,214,4,5,5,0,0.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,37,946,2,5,2,0,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,43,151,4,4,4,0,0.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,62,1299,5,4,4,118,111.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,42,238,1,1,4,22,18.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,57,1947,4,4,3,10,18.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,40,248,2,4,2,15,10.0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,14,327,2,5,2,24,23.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,28,3665,4,4,4,44,77.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,52,2130,5,5,4,0,0.0
0.0,0.0,1.0,0.0,1.0,0.0,1.0,7,954,1,5,1,16,4.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,29,3491,4,4,4,0,3.0
1.0,0.0,0.0,0.0,0.0,1.0,1.0,39,277,5,4,5,1,16.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,43,1501,4,5,4,0,0.0
0.0,0.0,0.0,0.0,1.0,0.0,1.0,55,197,4,4,2,0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,8,1056,3,3,3,31,46.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,14,175,3,4,3,0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,26,1431,5,5,5,116,123.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,29,2860,2,4,2,0,0.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,39,501,4,5,4,1,10.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,63,629,3,5,3,183,181.0
1.0,0.0,0.0,0.0,0.0,1.0,1.0,36,842,4,4,4,0,0.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,14,109,2,3,2,0,0.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,23,158,1,4,1,0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,46,223,2,1,2,0,0.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,64,448,5,4,5,0,3.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,41,481,5,5,3,3,0.0
1.0,0.0,1.0,0.0,1.0,0.0,1.0,14,509,3,5,3,0,0.0
1.0,0.0,1.0,1.0,0.0,0.0,0.0,26,354,5,5,5,0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,27,1747,4,3,4,19,26.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,59,1744,2,5,1,5,0.0
0.0,0.0,1.0,0.0,1.0,0.0,1.0,46,859,1,1,3,0,4.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,39,2749,4,4,1,0,0.0
1.0,0.0,1.0,1.0,0.0,0.0,0.0,65,666,5,5,3,104,101.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,29,561,4,5,4,79,93.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,22,342,4,5,4,43,40.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,12,2065,3,4,3,22,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,33,270,3,3,3,39,30.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,53,1454,5,5,4,0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,30,1636,4,3,4,0,0.0
1.0,0.0,1.0,0.0,0.0,1.0,0.0,67,1514,2,3,2,0,0.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,51,978,3,1,5,0,0.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,66,563,1,2,3,0,0.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,18,173,5,5,5,115,183.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,8,2402,1,3,1,18,0.0
1.0,0.0,1.0,1.0,0.0,0.0,1.0,39,236,4,4,4,0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,55,248,5,5,3,0,3.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,39,3272,4,4,3,0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,52,3898,4,4,4,0,0.0
1.0,0.0,1.0,0.0,0.0,1.0,0.0,45,420,5,5,5,30,35.0
0.0,0.0,1.0,0.0,0.0,1.0,1.0,47,590,3,3,2,0,12.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,29,2601,5,4,5,0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,43,1438,2,2,3,0,0.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,64,590,4,4,4,10,7.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,40,2465,4,4,3,3,1.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,55,356,5,4,5,0,0.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,24,667,4,4,4,0,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,46,223,4,4,3,202,177.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,47,528,2,2,4,64,53.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,53,1721,5,5,4,20,5.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,48,3790,3,3,1,25,25.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,38,1620,5,5,4,7,3.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,27,929,4,5,4,0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,36,237,4,4,3,4,15.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,46,2276,3,3,3,0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,40,1699,4,4,2,65,60.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,43,691,2,2,4,0,6.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,47,792,4,4,4,0,8.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,22,639,2,1,2,0,0.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,44,733,2,1,3,88,95.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,28,2218,2,1,2,4,0.0
0.0,0.0,1.0,1.0,0.0,0.0,0.0,28,190,3,3,3,6,11.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,54,3444,2,2,2,104,106.0
1.0,0.0,0.0,0.0,1.0,0.0,1.0,39,287,5,1,5,0,19.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,61,2446,4,1,3,0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,41,1671,5,5,4,0,0.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,62,1744,4,4,3,0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,36,509,5,5,1,0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,55,3151,4,5,3,0,0.0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,10,448,3,5,3,0,0.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,38,1728,5,3,5,14,9.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,67,867,2,4,4,0,0.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,60,419,3,4,3,0,1.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,54,302,1,4,1,41,30.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,57,550,3,4,3,0,0.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,55,1121,5,4,5,0,0.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,7,271,5,4,5,0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,1.0,48,145,5,5,1,0,0.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,48,1306,1,3,5,15,9.0
0.0,0.0,1.0,1.0,0.0,0.0,0.0,39,313,3,3,5,62,58.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,30,308,5,2,5,2,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,41,859,4,4,5,0,2.0
1.0,0.0,1.0,0.0,0.0,1.0,0.0,30,551,1,2,1,0,3.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,18,425,2,3,2,66,65.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,16,359,3,4,3,0,0.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,48,1127,5,3,5,0,0.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,69,2496,4,2,4,6,0.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,14,1065,2,5,2,0,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,44,785,2,2,4,0,29.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,30,1438,4,5,4,0,0.0
1.0,0.0,0.0,0.0,1.0,0.0,1.0,36,185,4,2,4,0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,51,533,4,4,5,4,6.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,26,1671,4,2,4,0,0.0
0.0,0.0,0.0,0.0,1.0,0.0,1.0,20,956,4,3,4,34,21.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,54,1562,4,5,5,275,262.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,39,252,3,3,1,0,0.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,70,1042,1,1,1,0,0.0
0.0,0.0,1.0,1.0,0.0,0.0,0.0,70,283,4,4,3,20,31.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,56,1599,4,4,5,0,0.0
1.0,0.0,1.0,0.0,1.0,0.0,1.0,34,315,4,4,4,0,0.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,67,448,1,1,3,3,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,43,2149,4,4,2,0,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,65,130,2,2,1,10,12.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,43,1721,3,3,3,99,111.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,67,2072,2,2,5,0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,60,1712,4,4,5,0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,22,859,5,5,5,11,0.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,48,531,4,4,5,0,10.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,65,528,2,2,4,43,34.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,50,3845,3,5,5,0,3.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,25,1867,2,2,2,0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,53,447,2,2,3,0,3.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,41,1133,2,2,4,0,0.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,59,581,4,5,4,0,0.0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,12,1027,3,4,3,17,0.0
0.0,0.0,1.0,0.0,1.0,0.0,1.0,64,587,2,2,5,0,0.0
0.0,0.0,1.0,0.0,1.0,0.0,1.0,31,562,1,5,1,31,35.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,25,2583,1,2,3,17,19.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,26,2640,2,1,2,28,0.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,43,3172,4,5,5,7,3.0
1.0,0.0,0.0,0.0,0.0,1.0,1.0,27,328,3,2,3,0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,25,140,5,5,5,0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,34,1630,3,3,3,40,46.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,40,134,5,4,5,19,13.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,31,2265,5,5,5,0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,17,3545,5,5,5,0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,29,1617,2,3,2,0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,44,1197,4,4,3,1,0.0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,14,888,3,3,3,33,38.0
0.0,0.0,0.0,0.0,0.0,1.0,1.0,75,986,5,5,1,0,0.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,56,239,4,2,4,0,0.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,43,329,3,3,1,0,0.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,24,2133,5,4,5,0,0.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,7,460,5,3,5,80,71.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,34,3767,4,4,4,7,9.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,46,3422,5,5,4,0,0.0
1.0,0.0,1.0,1.0,0.0,0.0,0.0,65,641,3,5,4,0,0.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,15,1119,4,4,4,3,0.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,28,409,1,4,4,227,208.0
0.0,0.0,0.0,0.0,1.0,0.0,1.0,60,484,4,4,3,2,3.0
0.0,0.0,0.0,0.0,1.0,0.0,1.0,74,326,4,4,2,0,0.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,63,602,2,4,2,0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,50,328,5,5,5,0,0.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,65,731,3,3,3,14,42.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,56,2881,3,1,3,0,18.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,43,2019,3,5,5,0,1.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,48,2248,4,4,3,97,81.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,38,2542,2,2,2,17,13.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,60,447,4,5,3,28,24.0
0.0,0.0,0.0,0.0,0.0,1.0,1.0,48,554,5,5,2,0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,58,651,4,4,4,8,5.0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,15,284,5,4,5,11,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,39,3121,5,5,3,1,0.0
1.0,0.0,1.0,0.0,1.0,0.0,1.0,38,925,5,4,5,0,0.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,13,854,4,3,4,0,0.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,58,421,2,2,1,9,14.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,47,359,4,4,4,0,0.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,10,1099,3,1,3,66,57.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,47,2565,4,4,4,0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,1.0,37,503,4,3,4,0,0.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,65,1608,1,1,4,0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,42,3094,2,2,3,0,10.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,23,199,5,2,5,20,29.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,46,1147,2,2,4,0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,48,1448,4,4,4,0,7.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,53,1902,3,3,5,0,0.0
1.0,0.0,1.0,0.0,0.0,1.0,0.0,45,802,3,1,3,0,33.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,8,214,2,4,2,0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,51,140,3,2,2,0,0.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,65,546,2,1,2,28,29.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,53,733,4,4,4,0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,60,102,3,3,4,0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,42,1599,4,4,4,0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,56,2196,1,1,3,0,0.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,21,1180,3,5,3,0,26.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,54,1205,4,4,3,0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,39,2556,4,4,4,60,60.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,48,157,4,1,4,0,0.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,66,2583,5,3,1,0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,48,472,5,5,3,0,0.0
0.0,0.0,1.0,0.0,1.0,0.0,1.0,66,581,5,5,4,0,0.0
0.0,0.0,1.0,1.0,0.0,0.0,0.0,39,577,3,3,4,9,29.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,54,346,4,4,2,0,2.0
